,GO,term,class,p,p_corr,n_genes,n_study,study_genes
376,GO:0033290,eukaryotic 48S preinitiation complex,cellular_component,1.0293195369623733e-05,0.00019611245914756797,14,6197,"['EIF1', 'EIF3K', 'EIF3L', 'EIF1AX', 'EIF2S1', 'EIF3M', 'EIF3CL', 'EIF3A', 'EIF3C', 'EIF3F', 'EIF3G', 'EIF3H', 'EIF3I', 'EIF3E']"
377,GO:0034719,SMN-Sm protein complex,cellular_component,1.0293195369623733e-05,0.00019611245914756797,14,6197,"['STRAP', 'SNRPB', 'GEMIN4', 'SNRPD1', 'SNRPD2', 'SNRPD3', 'SNRPE', 'SNRPF', 'SNRPG', 'SMN1', 'GEMIN5', 'GEMIN7', 'GEMIN8', 'GEMIN6']"
378,GO:0032588,trans-Golgi network membrane,cellular_component,1.253229651193392e-05,0.00023628600715208746,54,6197,"['RABEPK', 'ASAP1', 'NDST1', 'COG2', 'AP4S1', 'SLC9A8', 'VPS52', 'AP1S1', 'RAB9A', 'IGF2R', 'BOK', 'LLGL1', 'ARFRP1', 'AP1B1', 'AP1G1', 'GOLPH3L', 'SCAMP5', 'COG7', 'HLA-DQB1', 'HLA-DRA', 'HLA-DRB1', 'SCAMP1', 'HLA-DRB3', 'RAB43', 'TMEM165', 'CD2AP', 'ATP2C2', 'CLTA', 'CLTC', 'RAB11A', 'AP1M2', 'CD74', 'SCAMP2', 'SCAMP3', 'VTI1A', 'SYS1', 'GNAS', 'AP4B1', 'ATP9A', 'ARFIP2', 'VPS51', 'STX16', 'RGP1', 'STX10', 'COG5', 'M6PR', 'VPS53', 'COG4', 'USP6NL', 'STX6', 'PICK1', 'RAB8A', 'VAMP3', 'RAB11FIP3']"
379,GO:0030904,retromer complex,cellular_component,1.3952225874776919e-05,0.00025922107607118,16,6197,"['TRIM27', 'SNX6', 'RAB7A', 'DCTN1', 'VPS26B', 'SNX27', 'SNX12', 'SNX1', 'SNX2', 'SNX3', 'TBC1D5', 'VPS29', 'VPS26A', 'VPS35', 'ANKFY1', 'SNX8']"
380,GO:0035578,azurophil granule lumen,cellular_component,1.403517428451693e-05,0.00025922107607118,47,6197,"['DPP7', 'HEXB', 'GGH', 'SERPINA3', 'PTGES2', 'TUBB4B', 'MAN2B1', 'GLA', 'FAF2', 'GLB1', 'HEBP2', 'NAPRT', 'ANXA2', 'AGA', 'ACLY', 'CTSC', 'ACTR10', 'PYCARD', 'RNASET2', 'CYB5R3', 'C6orf120', 'IST1', 'CCT8', 'GM2A', 'TOLLIP', 'PYGB', 'PRKCD', 'C3', 'UNC13D', 'FTL', 'GRN', 'CCT2', 'NPC2', 'NHLRC3', 'FUCA1', 'FUCA2', 'MAPK1', 'CREG1', 'LYZ', 'STK11IP', 'DNAJC3', 'DYNC1H1', 'SDCBP', 'PRDX6', 'TRAPPC1', 'VCP', 'FABP5']"
381,GO:0005751,mitochondrial respiratory chain complex IV,cellular_component,1.4686119893104762e-05,0.00026850380814666283,17,6197,"['MT-CO1', 'COX6C', 'MT-CO2', 'COX7A2', 'MT-CO3', 'COX7B', 'COX7C', 'COX8A', 'COX5A', 'C15orf48', 'COX4I1', 'NDUFA4', 'COX5B', 'COX7A2L', 'COX6A1', 'UQCRFS1', 'COX6B1']"
382,GO:0000177,cytoplasmic exosome (RNase complex),cellular_component,2.188801730292633e-05,0.00039225060711184807,12,6197,"['EXOSC3', 'EXOSC1', 'CARHSP1', 'DIS3L', 'EXOSC7', 'EXOSC8', 'DIS3', 'EXOSC9', 'EXOSC10', 'EXOSC5', 'EXOSC6', 'GTPBP1']"
383,GO:0005770,late endosome,cellular_component,2.4747012512817573e-05,0.0004391381632176451,68,6197,"['PIK3R4', 'TMEM230', 'ANKRD13D', 'ANKRD13A', 'STX8', 'VPS11', 'VOPP1', 'SNX14', 'RAP1A', 'VPS18', 'AP5S1', 'RAB9A', 'IGF2R', 'KIDINS220', 'PSAP', 'PCSK9', 'CLCN3', 'LAMTOR2', 'DERL1', 'VPS33B', 'VAMP5', 'VPS26B', 'TMEM9', 'VPS39', 'CXCR4', 'VPS4A', 'VPS13C', 'AP5B1', 'AP5Z1', 'CD2AP', 'TMEM59', 'VPS35', 'SRC', 'VPS8', 'VPS33A', 'VPS41', 'DERL2', 'RAB7A', 'TMEM192', 'UNC13D', 'SDF4', 'GRN', 'FYCO1', 'VPS16', 'MAPK1', 'MAPK3', 'RAPGEF2', 'ATP9A', 'MAP2K1', 'MAP2K2', 'UHRF1BP1', 'ATP13A2', 'M6PR', 'CLEC16A', 'LDLR', 'UVRAG', 'RUBCN', 'CTSS', 'DDIT3', 'RAB27B', 'VPS29', 'MFSD12', 'DYNC1LI2', 'HTT', 'CHMP2B', 'EXOC8', 'IFNAR1', 'WDR48']"
384,GO:0005852,eukaryotic translation initiation factor 3 complex,cellular_component,2.882026616330212e-05,0.000497487883303223,13,6197,"['EIF3K', 'EIF3L', 'COPS5', 'EIF3M', 'EIF3CL', 'EIF3A', 'DDX3X', 'EIF3C', 'EIF3F', 'EIF3G', 'EIF3H', 'EIF3I', 'EIF3E']"
385,GO:0000178,exosome (RNase complex),cellular_component,2.882026616330212e-05,0.000497487883303223,13,6197,"['EXOSC3', 'EXOSC1', 'C1D', 'EXOSC7', 'EXOSC8', 'DIS3', 'EXOSC9', 'EXOSC10', 'EXOSC5', 'MPHOSPH6', 'ZFC3H1', 'KHSRP', 'EXOSC6']"
386,GO:0005768,endosome,cellular_component,2.885979433526984e-05,0.000497487883303223,122,6197,"['RABEPK', 'VPS11', 'ATP6V1E1', 'GAPVD1', 'TRAF3', 'ABCA2', 'MYO1D', 'CYBA', 'VPS4A', 'TICAM1', 'SNX17', 'LAPTM4B', 'PI4K2A', 'PACSIN3', 'BET1L', 'HMGB1', 'ATP9B', 'VPS16', 'CREG1', 'BIRC6', 'RAB8A', 'TPCN1', 'RPS6KC1', 'JAK1', 'VOPP1', 'RBSN', 'BLOC1S6', 'EHBP1L1', 'ADRB2', 'STX4', 'COMMD1', 'OCIAD1', 'TMEM184A', 'VPS33B', 'SNX6', 'CLTC', 'ZFYVE21', 'STARD3', 'SNX27', 'OCIAD2', 'TMEM192', 'RAB40B', 'FGFR4', 'PLD1', 'ARRDC3', 'STEAP1B', 'EPN1', 'RAB5A', 'RAB5B', 'UVRAG', 'RAB13', 'STEAP1', 'DNM2', 'EPN3', 'EHBP1', 'STX8', 'VPS18', 'ANKFY1', 'CCDC22', 'PDCD6IP', 'PDCD6', 'VPS26B', 'ARRDC4', 'ANXA1', 'ANXA2', 'UBR4', 'UBXN6', 'PTPN23', 'GRN', 'VTI1A', 'VPS36', 'VPS26A', 'CCDC115', 'ANKRD50', 'ATP9A', 'ECE1', 'CHMP4B', 'TRIM27', 'RUFY1', 'EPN2', 'TGOLN2', 'CHMP2B', 'ARPC2', 'TFRC', 'ARF6', 'RUFY2', 'RHOA', 'TGFBR1', 'TMEM106B', 'RNF167', 'IGF2R', 'CHMP4A', 'APPL2', 'EGFR', 'SYTL4', 'VPS35', 'HGS', 'LEPROTL1', 'RAB40C', 'STEAP3', 'ZNRF1', 'GIGYF2', 'LRPAP1', 'TNK2', 'CCDC120', 'APPL1', 'TJAP1', 'PKN1', 'CLINT1', 'PRKCZ', 'TNFAIP1', 'VPS28', 'STARD3NL', 'RAB21', 'CTSE', 'M6PR', 'SNX1', 'SNX2', 'PLIN3', 'PACSIN2', 'VPS29', 'RAB11FIP3']"
387,GO:0005685,U1 snRNP,cellular_component,3.359566831178754e-05,0.0005630385152253283,14,6197,"['SNRPA', 'SNRPB', 'SNRPB2', 'PRPF40B', 'SNRPC', 'SNRPD1', 'SNRPD2', 'SNRPD3', 'SNRPE', 'SNRPF', 'SNRPG', 'PRPF39', 'LUC7L2', 'PRPF40A']"
388,GO:0005666,RNA polymerase III complex,cellular_component,3.359566831178754e-05,0.0005630385152253283,14,6197,"['POLR2K', 'POLR2L', 'CRCP', 'POLR3E', 'POLR3GL', 'POLR1D', 'POLR3K', 'POLR1C', 'POLR3D', 'POLR3B', 'POLR3A', 'POLR2E', 'POLR2F', 'POLR2H']"
389,GO:0000228,nuclear chromosome,cellular_component,3.476739457138544e-05,0.0005773301300386022,18,6197,"['RAD51', 'BLM', 'ATRX', 'SMARCB1', 'PINX1', 'BAZ1A', 'SETX', 'FIGNL1', 'BIRC5', 'NCAPD2', 'CHD1', 'EXOSC9', 'TOP2A', 'TERF2IP', 'HNRNPU', 'PBRM1', 'HDAC8', 'IK']"
390,GO:0031410,cytoplasmic vesicle,cellular_component,3.6899542602482016e-05,0.0006071652010044768,111,6197,"['CALCOCO2', 'GIPC1', 'HFE', 'TRAF3IP2', 'CMTM3', 'DMTN', 'ABCA2', 'DENND4A', 'MAN1A1', 'PDE6D', 'MYO1D', 'AUP1', 'SIGMAR1', 'ANKRD9', 'ESD', 'PDPK1', 'KIF1B', 'SNX17', 'KIAA0319L', 'RAB11A', 'PI4K2A', 'GBP1', 'GBP2', 'GBP3', 'PSMC5', 'GABARAP', 'TRIM21', 'GABARAPL2', 'FNBP1L', 'ALS2CL', 'MAPK8IP3', 'NRP1', 'TAOK2', 'AP2M1', 'ATG4B', 'DST', 'CLCN3', 'AP2A2', 'PROM2', 'MALL', 'CXCR4', 'DENND4B', 'HPS4', 'TAX1BP1', 'HPS1', 'ATP2C2', 'CLTA', 'VAMP2', 'AMOTL1', 'MIB1', 'AP3M2', 'ANP32E', 'FGFR1', 'HERC3', 'AMOTL2', 'SLC30A9', 'MAP1LC3B', 'ADGRF1', 'CORO7', 'PRDX5', 'TTC5', 'SNX9', 'RAB13', 'ARL14', 'RAC1', 'KLC1', 'BICD2', 'SH3TC2', 'RAB25', 'ITCH', 'UBQLN2', 'SLC11A2', 'STARD4', 'DSC2', 'PDCD6', 'PRSS12', 'GRAMD1A', 'DVL2', 'ARFGEF2', 'TBC1D25', 'SPG11', 'CAV2', 'TESK1', 'AP3M1', 'ENTPD4', 'DENND3', 'TRAK1', 'TFRC', 'ARHGDIB', 'MYOF', 'PIGT', 'CCDC88A', 'ARRB2', 'SLC30A5', 'APPL2', 'WDR11', 'DUSP16', 'EBP', 'COMMD7', 'LRP6', 'ELAVL1', 'NUMB', 'APPL1', 'UQCC1', 'SPRED1', 'EMP2', 'ARHGEF2', 'USP6NL', 'CTSZ', 'HYAL2', 'SOD1']"
391,GO:0030123,AP-3 adaptor complex,cellular_component,4.1753649959006434e-05,0.000674768807373229,10,6197,"['VPS41', 'AP3M2', 'AP3M1', 'VPS39', 'AP3D1', 'VPS18', 'AP3B2', 'AP3S1', 'VPS33A', 'AP3S2']"
392,GO:0034663,endoplasmic reticulum chaperone complex,cellular_component,4.1753649959006434e-05,0.000674768807373229,10,6197,"['UGT1A1', 'PPIB', 'SDF2L1', 'P4HB', 'HSPA5', 'DNAJB11', 'HSP90B1', 'PDIA6', 'HYOU1', 'DNAJC10']"
393,GO:0097431,mitotic spindle pole,cellular_component,5.449849075079032e-05,0.0008729404270701812,24,6197,"['MAPRE1', 'KATNBL1', 'RAE1', 'STAG1', 'SMC3', 'ARHGEF7', 'RMDN1', 'SMC1A', 'MAD1L1', 'SMC6', 'YPEL5', 'NUMA1', 'ASPM', 'BCCIP', 'FAM83D', 'CDK5RAP2', 'GPSM2', 'TNKS', 'IK', 'STAG2', 'SPAG5', 'NSMCE1', 'AURKB', 'NIN']"
394,GO:0005814,centriole,cellular_component,5.759989183067981e-05,0.0009145245983643023,72,6197,"['CEP350', 'CCNF', 'CEP104', 'CEP170', 'CCP110', 'CCSAP', 'RAN', 'ODF2L', 'C2CD3', 'RABL2B', 'CCDC88A', 'CEP120', 'IFT52', 'CENPJ', 'CEP85', 'RAB34', 'OFD1', 'CEP78', 'IFT88', 'IFT20', 'CETN2', 'CETN3', 'CBY1', 'CFAP20', 'CAPG', 'SDCCAG8', 'CEP250', 'IQCB1', 'KIAA0586', 'TUBGCP3', 'SSNA1', 'CEP290', 'RAB11A', 'CEP83', 'WRAP73', 'MDM1', 'BCCIP', 'BBS4', 'NUBP1', 'CCDC120', 'CEP131', 'CEP152', 'KIF2A', 'CEP192', 'SFI1', 'WDR90', 'POC5', 'MPHOSPH9', 'PPP1R35', 'ATXN10', 'ODF2', 'SCLT1', 'NEDD1', 'CEP128', 'DCTN1', 'HSPA1A', 'CNTROB', 'PLK4', 'NEURL4', 'IFT43', 'TOP2A', 'ENKD1', 'TUBG1', 'PCM1', 'NUBP2', 'WDR62', 'HTT', 'DNM2', 'RAB8A', 'PCNT', 'CEP63', 'NIN']"
395,GO:0005664,nuclear origin of replication recognition complex,cellular_component,5.925701024771419e-05,0.0009326538134640232,8,6197,"['ORC1', 'ORC2', 'ORC4', 'ORC5', 'ORC6', 'MCM2', 'ORC3', 'LRWD1']"
396,GO:0001725,stress fiber,cellular_component,6.356107585589476e-05,0.0009858554888640058,43,6197,"['TPM1', 'MST1R', 'GAS2L1', 'EVL', 'FLNB', 'ABLIM1', 'BLOC1S6', 'MYH9', 'MYH10', 'AFAP1', 'ILK', 'DST', 'MYL9', 'CALD1', 'MICALL2', 'PDLIM1', 'TRIP6', 'MYH14', 'PPP1R12A', 'SIPA1L3', 'ROR1', 'LPP', 'BAG3', 'PXN', 'RAI14', 'ACTN4', 'PRKCZ', 'LIMCH1', 'DAAM1', 'DCTN4', 'FBLIM1', 'LCP1', 'FSCN1', 'FERMT2', 'ABLIM3', 'MYL12B', 'PDLIM2', 'CTTNBP2NL', 'PALLD', 'CNN2', 'PTK2', 'PDLIM5', 'AFAP1L1']"
397,GO:0030897,HOPS complex,cellular_component,6.372657027463462e-05,0.0009858554888640058,11,6197,"['VPS41', 'HOOK1', 'VPS33B', 'VPS39', 'VPS11', 'AKTIP', 'VPS18', 'HOOK2', 'VPS16', 'VPS33A', 'VPS8']"
398,GO:0030027,lamellipodium,cellular_component,7.22949909743867e-05,0.0011089316412172874,81,6197,"['STX2', 'KLHL2', 'MYH10', 'ILK', 'RAPH1', 'BRK1', 'MYO9B', 'MYO10', 'CFL1', 'INPPL1', 'ITGB1BP1', 'ACTB', 'SH3BP1', 'DAG1', 'FAM89B', 'TWF2', 'PARVB', 'CTTNBP2NL', 'DDX3X', 'TIAM2', 'NEDD9', 'TUBB3', 'PTPN13', 'STX3', 'STX4', 'SSH1', 'PTPRM', 'FGD4', 'PIK3CA', 'ARHGEF7', 'PKD2', 'PDXP', 'PXN', 'PIP5K1A', 'TESC', 'PLCG1', 'HAX1', 'WASF1', 'RAB13', 'RAC1', 'RAC2', 'NRBP1', 'EVL', 'CIB1', 'CDC42BPA', 'SH3RF1', 'ITSN1', 'CAPG', 'CAPZB', 'APC', 'ALS2', 'SHTN1', 'ABLIM3', 'TESK1', 'CDC42BPB', 'PABPC1', 'ARPC5', 'ARPC3', 'ARPC2', 'RHOA', 'ABLIM1', 'CORO1A', 'SLC9A1', 'CCDC88A', 'RNH1', 'ABI2', 'P4HB', 'ENAH', 'PARVA', 'PKN2', 'CTNNA1', 'CTNND1', 'FSCN1', 'AJUBA', 'FGD6', 'CAPRIN1', 'PALLD', 'SNX1', 'SNX2', 'SPATA13', 'CDK5']"
399,GO:0032154,cleavage furrow,cellular_component,7.394070464011919e-05,0.0011246443310808044,30,6197,"['PITPNM1', 'PLCD3', 'RHOA', 'RHOB', 'RHOC', 'RALA', 'MYH9', 'MYH10', 'SPIRE2', 'KATNBL1', 'PLEKHG6', 'SSH1', 'NDE1', 'SVIL', 'RAB11A', 'MASTL', 'PDXP', 'ZFYVE19', 'SPIRE1', 'WDR73', 'PKN1', 'PKN2', 'DIAPH3', 'RAB21', 'ECT2', 'PLK4', 'DCTN3', 'MEN1', 'ARF6', 'RAB11FIP3']"
400,GO:0101031,protein folding chaperone complex,cellular_component,7.901373508652317e-05,0.0011917905042217246,20,6197,"['CDC37', 'DNAAF2', 'DNAJB11', 'SPAG1', 'PSMG2', 'RUVBL1', 'STUB1', 'PSMG1', 'BAG3', 'BAG2', 'DNAJC9', 'WDR83OS', 'SDF2L1', 'PFDN2', 'UXT', 'PFDN6', 'PTGES3', 'RUVBL2', 'SDF2', 'HSP90AB1']"
401,GO:0005665,"RNA polymerase II, core complex",cellular_component,7.968003353275918e-05,0.0011919079396222653,12,6197,"['POLR2K', 'POLR2L', 'POLR2J2', 'POLR2J3', 'POLR2A', 'POLR2B', 'POLR2E', 'POLR2F', 'POLR2G', 'POLR2H', 'POLR2I', 'POLR2J']"
402,GO:0022624,proteasome accessory complex,cellular_component,8.903324624275691e-05,0.0013209030795031968,13,6197,"['PSMC1', 'PSMC2', 'PSMD6', 'PSMD14', 'PSMC4', 'PSMC5', 'PSMC6', 'PSMD2', 'PSMD4', 'PSMD8', 'PSMD11', 'PSMD12', 'PSMD13']"
403,GO:0005778,peroxisomal membrane,cellular_component,9.102841950912405e-05,0.0013395238968415815,34,6197,"['PXMP4', 'ACSL1', 'ACSL3', 'MPV17', 'PECR', 'DHRS7B', 'DHRS4', 'IMPDH2', 'FAR2', 'MGST1', 'MAVS', 'ACOX1', 'MPV17L', 'PEX3', 'GDAP1', 'PEX19', 'PEX16', 'ABCD4', 'PXMP2', 'PEX5', 'PEX10', 'PEX14', 'FIS1', 'HMGCR', 'FAR1', 'HSD17B4', 'ALDH3A2', 'TTC1', 'PEX11B', 'MAP2K2', 'TRIM37', 'PEX26', 'SLC27A2', 'GNPAT']"
404,GO:0005682,U5 snRNP,cellular_component,9.266116412085251e-05,0.001352554089183412,14,6197,"['SNRNP40', 'PRPF8', 'SNRPB', 'SNRPD1', 'SNRPD2', 'SNRPD3', 'SNRPE', 'SNRPF', 'SNRPG', 'DDX23', 'PRPF18', 'SNRNP200', 'TXNL4A', 'TSSC4']"
405,GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,cellular_component,9.905291993065937e-05,0.0014342862805959476,38,6197,"['CLN8', 'RGMB', 'PROM1', 'PTPN2', 'TMED1', 'YIF1A', 'PDIA6', 'MGAT4B', 'GBF1', 'MAN1A1', 'YIF1B', 'TMEM203', 'LMAN1', 'FN1', 'COPG1', 'CNIH4', 'P4HB', 'UGGT1', 'NUCB1', 'NUCB2', 'KDELR1', 'MYDGF', 'IST1', 'MYO18A', 'RER1', 'HMGB1', 'LRPAP1', 'TMED9', 'TMED2', 'LMAN2', 'TMED3', 'DDHD2', 'TMED10', 'CCDC115', 'TRIP11', 'HSPA5', 'TMED4', 'TRAPPC2']"
406,GO:0005684,U2-type spliceosomal complex,cellular_component,0.0001051776410483723,0.0015108851610916973,19,6197,"['MFAP1', 'SF3B3', 'SF3B1', 'SF3A1', 'SF3B6', 'SF3A3', 'BUD13', 'CCDC12', 'SNRPA1', 'SNRPB', 'SNRPB2', 'SNRPD1', 'SNRPD2', 'SNRPD3', 'SNRPE', 'SNRPF', 'SNRPG', 'PHF5A', 'SF3B5']"
407,GO:0015030,Cajal body,cellular_component,0.00011024533518341467,0.0015712130447400046,31,6197,"['HINFP', 'NOLC1', 'SART3', 'U2AF1', 'HABP4', 'NOP58', 'VRK1', 'UBL5', 'EAF1', 'FMR1', 'ZNF473', 'PRPF3', 'FBL', 'LSG1', 'ANGEL2', 'DDX42', 'GEMIN4', 'OIP5', 'SMN1', 'ICE1', 'ISG20', 'XPO1', 'ARIH1', 'COIL', 'SNRPC', 'LSM10', 'TRIM22', 'HNRNPA2B1', 'TOE1', 'TGS1', 'EFTUD2']"
408,GO:0005938,cell cortex,cellular_component,0.00012060953745578204,0.0017001326221714843,71,6197,"['CLIP4', 'RHOA', 'TBCB', 'NEDD9', 'GIPC1', 'C2CD5', 'PARD6B', 'NRBP1', 'NEDD4', 'FLNB', 'ARHGAP32', 'CNKSR1', 'MYH10', 'TRAF6', 'SPIRE2', 'RIC8B', 'ITCH', 'CEP85', 'DST', 'MYL9', 'MYO1C', 'MYO1D', 'CLASP1', 'CLIP2', 'PARD6A', 'MYO9B', 'MYO10', 'ARHGEF7', 'GLRX3', 'ANLN', 'TRAK1', 'PAFAH1B1', 'NUMA1', 'MKLN1', 'PXN', 'COBL', 'SPIRE1', 'GPSM2', 'AKAP13', 'AKT2', 'CD302', 'GNAI1', 'CLASP2', 'RAI14', 'FRYL', 'HAX1', 'FNBP1L', 'DCTN4', 'SNCA', 'ARFIP2', 'PFN1', 'FSCN1', 'FAM110C', 'FERMT2', 'ECT2', 'DCTN1', 'MYL12B', 'CLIP1', 'KDF1', 'IQGAP3', 'CTSZ', 'DYNC1H1', 'PTK2', 'CRIP2', 'EPB41L2', 'RAC1', 'ADD3', 'AKAP12', 'NDFIP1', 'AGTRAP', 'ARF6']"
409,GO:0030054,cell junction,cellular_component,0.0001421043921023428,0.0019785303823480036,77,6197,"['TSPAN15', 'MAGI1', 'DLG5', 'EPPK1', 'CDC42SE1', 'SPTAN1', 'SPTBN1', 'SRC', 'ACTN4', 'SMC5', 'ERBIN', 'DDB2', 'ITGB4', 'ITGB6', 'TBC1D24', 'CEACAM1', 'MLKL', 'GJB3', 'F11R', 'PTPRK', 'NFIA', 'PTPRR', 'YAP1', 'CGN', 'CPNE3', 'IFI30', 'CRB3', 'DLG1', 'GID8', 'WDR1', 'FERMT2', 'PLEKHA7', 'KDF1', 'RAB13', 'ARHGAP21', 'WDFY1', 'RAD51C', 'DPH1', 'RAP1A', 'DCAF13', 'DSG2', 'MRPS18B', 'FAAP20', 'PKP4', 'DCP2', 'ARHGEF18', 'PYM1', 'LCP1', 'TSPAN1', 'CCDC88C', 'ESCO2', 'RHOA', 'CCNF', 'SMAGP', 'GTF2A2', 'SLC7A2', 'LSR', 'CLDN11', 'NAMPT', 'PLEKHG6', 'EGFR', 'SLC16A1', 'TJP1', 'PKP3', 'ENAH', 'COPS4', 'CDK5RAP2', 'PRKCZ', 'CTNNA1', 'MRPL46', 'FBLIM1', 'CDH3', 'PCDH1', 'CDH6', 'EPB41L2', 'TP53BP2', 'CDK5']"
410,GO:0031463,Cul3-RING ubiquitin ligase complex,cellular_component,0.0001498104991598723,0.002069900789918846,23,6197,"['CUL3', 'GLMN', 'KLHL2', 'ZSWIM8', 'KLHL9', 'LZTR1', 'KLHL25', 'PEF1', 'KCTD13', 'PDCD6', 'SPOPL', 'KLHL7', 'KLHL21', 'KCTD10', 'ENC1', 'SPOP', 'TNFAIP1', 'KCTD2', 'ARIH1', 'KLHL20', 'KCTD17', 'RBX1', 'KLHL22']"
411,GO:0031902,late endosome membrane,cellular_component,0.00015872137313201786,0.0021764067073405478,64,6197,"['NPC1', 'SNF8', 'RHOB', 'TSPAN15', 'MREG', 'TMEM106B', 'VPS37C', 'LAPTM4A', 'VPS11', 'YIPF2', 'VOPP1', 'VAC14', 'SNX14', 'VPS18', 'AP5S1', 'SLC11A2', 'TPCN2', 'LAMTOR2', 'CLCN3', 'MVB12A', 'HLA-DMA', 'HLA-DMB', 'VPS33B', 'LAMTOR4', 'IFITM3', 'VPS39', 'ANXA2', 'HLA-DQB1', 'LAMTOR5', 'VPS13C', 'HLA-DRA', 'HLA-DRB1', 'VPS4A', 'HLA-DRB3', 'STOML1', 'B2M', 'TMEM59', 'LAPTM4B', 'VPS33A', 'UBXN6', 'VPS41', 'STARD3', 'OSBPL11', 'CD63', 'CD68', 'RAB7A', 'LAMTOR3', 'VTI1A', 'ATP13A3', 'VPS36', 'ARL8A', 'VPS28', 'PLD1', 'STARD3NL', 'VPS16', 'LAMTOR1', 'SLC39A14', 'PLD3', 'ATP9A', 'VAMP8', 'ATP13A2', 'MMD', 'SLC9A6', 'VTI1B']"
412,GO:0014069,postsynaptic density,cellular_component,0.0001613446736715285,0.002195743303349373,93,6197,"['ZDHHC2', 'RPL30', 'DLG5', 'ARHGAP32', 'RPL38', 'RPLP0', 'SIGMAR1', 'RPS3', 'PDPK1', 'SPTBN1', 'EIF3E', 'RPS13', 'RPS14', 'PHB2', 'RTN3', 'DAPK1', 'RPS18', 'RPS19', 'TSC2', 'RPS25', 'RPS27', 'DBN1', 'DTNBP1', 'PTEN', 'BCR', 'ADAM10', 'HNRNPD', 'HNRNPH2', 'ADD3', 'RAB8A', 'FABP5', 'SEMA4C', 'SYNGAP1', 'RPL10A', 'PRR12', 'STRN', 'BMPR2', 'BNIP3', 'CAMK2N1', 'MTMR2', 'PLEKHA5', 'EEF2K', 'DGCR8', 'FBXO45', 'HOMER3', 'HOMER1', 'CAP2', 'PICK1', 'NCK2', 'DNM2', 'KPNA1', 'DNAJB1', 'FMR1', 'GOPC', 'NSF', 'DTNB', 'PKP4', 'RTN4', 'MINK1', 'CAPZB', 'HIP1R', 'PSD3', 'ALS2', 'RPL14', 'GRIN2A', 'CLSTN1', 'PDLIM5', 'NCS1', 'ARF1', 'RHEB', 'CHMP2B', 'RGS14', 'USP8', 'NPTN', 'SHANK2', 'DROSHA', 'SIPA1L1', 'VPS35', 'CPEB4', 'PAK2', 'PRKCG', 'EIF3A', 'PRKCZ', 'TANC1', 'PCBP1', 'PCBP2', 'RPL6', 'RPL7', 'RPL8', 'DMTN', 'RPL12', 'KLHL17', 'CDK5']"
413,GO:0015630,microtubule cytoskeleton,cellular_component,0.00017967122212491537,0.0023870621786401237,79,6197,"['VAPA', 'CDC42EP4', 'INCENP', 'CENPE', 'MAP4', 'ESRRA', 'SPTAN1', 'CKAP5', 'HMMR', 'DBT', 'DTNBP1', 'TUBGCP4', 'AGBL5', 'KLF4', 'MAST2', 'DCTN1', 'CLIP1', 'TUBA4A', 'TUBB2A', 'IFT43', 'ENKD1', 'PIK3R4', 'TBCB', 'TUBA1B', 'TUBB6', 'TUBB3', 'TUBB4B', 'DST', 'KIF3B', 'HYPK', 'MTUS1', 'TUBA1A', 'ATXN7', 'CCSER2', 'FAM83D', 'TAOK1', 'KIFC3', 'DNAJA1', 'MAPRE2', 'ANAPC7', 'PSRC1', 'TBCA', 'KIF2C', 'SLAIN2', 'SRA1', 'OFD1', 'MAP7D3', 'GAS2L3', 'EML4', 'TUBA1C', 'TAF1A', 'GTSE1', 'BIRC5', 'NUDCD2', 'SHTN1', 'EML3', 'RBM39', 'KLHL22', 'ACTR1B', 'PPP2CA', 'PPP2R1A', 'ARL2', 'ARL3', 'GTF2F2', 'MAP7D1', 'KATNBL1', 'WDR11', 'TMEM9', 'CCNB2', 'RASSF1', 'NISCH', 'IQCB1', 'TPX2', 'VPS41', 'CKAP2L', 'CENPV', 'CKAP2', 'SKA1', 'AURKB']"
