tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	151742	0	live	PPM1L	PP2C-epsilon, PP2CE, PPM1-LIKE	protein phosphatase, Mg2+/Mn2+ dependent 1L	protein phosphatase 1L|PP2C epsilon	3q25.33-q26.1	3	NC_000003.12	160756231	161078902	plus	9	611931	
9606	Homo sapiens	53916	0	live	RAB4B		RAB4B, member RAS oncogene family	ras-related protein Rab-4B|ras-related GTP-binding protein 4b|small GTP binding protein RAB4B	19q13.2	19	NC_000019.10	40778247	40796942	plus	8	612945	
9606	Homo sapiens	254827	0	live	NAALADL2		N-acetylated alpha-linked acidic dipeptidase like 2	inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2|N-acetylated alpha-linked acidic dipeptidase 2|NAALADase L2|glutamate carboxypeptidase II-type non-peptidase homologue	3q26.31	3	NC_000003.12	174440982	175810548	plus	29	608806	
9606	Homo sapiens	253017	0	live	TECRL	CPVT3, GPSN2L, SRD5A2L2, TERL	trans-2,3-enoyl-CoA reductase like	trans-2,3-enoyl-CoA reductase-like|glycoprotein, synaptic 2-like|steroid 5 alpha-reductase 2-like 2|steroid 5-alpha-reductase 2-like 2 protein	4q13.1	4	NC_000004.12	64276298	64409460	minus	15	617242	
9606	Homo sapiens	100529262	0	live	MIA-RAB4B	RAB4B	MIA-RAB4B readthrough (NMD candidate)	Ras-related protein Rab-4B	19q13.2	19	NC_000019.10	40775537	40796944	plus	10		
9606	Homo sapiens	101927078	0	live	LOC101927078		uncharacterized LOC101927078		5q22.3	5	NC_000005.10	114447418	114773413	minus	13		
9606	Homo sapiens	7124	0	live	TNF	DIF-alpha, TNFA, TNFSF2, TNLG1F, TNF	tumor necrosis factor	tumor necrosis factor|APC1 protein|TNF, macrophage-derived|TNF, monocyte-derived|TNF-a|tumor necrosis factor ligand 1F|tumor necrosis factor ligand superfamily member 2|tumor necrosis factor-alpha|tumor necrotic factor alpha	6p21.33	6	NC_000006.12	31575565	31578336	plus	4	191160	
9606	Homo sapiens	3586	0	live	IL10	CSIF, GVHDS, IL-10A, TGIF, IL10	interleukin 10	interleukin-10|T-cell growth inhibitory factor|cytokine synthesis inhibitory factor	1q32.1	1	NC_000001.11	206767602	206772494	minus	7	124092	
9606	Homo sapiens	4879	0	live	NPPB	BNP, Iso-ANP	natriuretic peptide B	natriuretic peptides B|brain natriuretic factor prohormone|brain type natriuretic peptide|gamma-brain natriuretic peptide|natriuretic peptide precursor B|natriuretic protein|preproBNP|proBNP	1p36.22	1	NC_000001.11	11857464	11858945	minus	3	600295	
9606	Homo sapiens	7422	0	live	VEGFA	L-VEGF, MVCD1, VEGF, VPF	vascular endothelial growth factor A	vascular endothelial growth factor A, long form|vascular endothelial growth factor A121|vascular endothelial growth factor A165|vascular permeability factor	6p21.1	6	NC_000006.12	43770211	43786487	plus	9	192240	
9606	Homo sapiens	3146	0	live	HMGB1	HMG-1, HMG1, HMG3, SBP-1	high mobility group box 1	high mobility group protein B1|Amphoterin|Sulfoglucuronyl carbohydrate binding protein|high-mobility group (nonhistone chromosomal) protein 1	13q12.3	13	NC_000013.11	30456704	30617597	minus	9	163905	
9606	Homo sapiens	3553	0	live	IL1B	IL-1, IL1-BETA, IL1F2, IL1beta	interleukin 1 beta	interleukin-1 beta|IL-1 beta|catabolin|interleukin 1beta|preinterleukin 1 beta|pro-interleukin-1-beta	2q14.1	2	NC_000002.12	112829751	112836779	minus	8	147720	
9606	Homo sapiens	1234	0	live	CCR5	CC-CKR-5, CCCKR5, CCR-5, CD195, CKR-5, CKR5, CMKBR5, IDDM22	C-C motif chemokine receptor 5	C-C chemokine receptor type 5|C-C motif chemokine receptor 5 A159A|HIV-1 fusion coreceptor|chemokine (C-C motif) receptor 5|chemokine receptor CCR5|chemokine recptor CCR5 Delta32|chemr13|mutant C-C motif chemokine receptor	3p21.31	3	NC_000003.12	46370142	46376206	plus	3	601373	
9606	Homo sapiens	114548	0	live	NLRP3	AGTAVPRL, AII, AVP, C1orf7, CIAS1, CLR1.1, DFNA34, FCAS, FCAS1, FCU, KEFH, MWS, NALP3, PYPAF1	NLR family pyrin domain containing 3	NACHT, LRR and PYD domains-containing protein 3|NACHT domain-, leucine-rich repeat-, and PYD-containing protein 3|NACHT, LRR and PYD containing protein 3|PYRIN-containing APAF1-like protein 1|caterpiller protein 1.1|cold autoinflammatory syndrome 1 protein|cold-induced autoinflammatory syndrome 1 protein|cryopyrin|cryopyrin, NACHT, LRR and PYD domains - containing protein 3|deafness, autosomal dominant 34|nucleotide-binding oligomerization domain, leucine rich repeat and pyrin domain containing 3	1q44	1	NC_000001.11	247416077	247448817	plus	12	606416	
9606	Homo sapiens	3606	0	live	IL18	IGIF, IL-18, IL-1g, IL1F4	interleukin 18	interleukin-18|IFN-gamma-inducing factor|IL-1 gamma|iboctadekin|interleukin 18 (interferon-gamma-inducing factor)|interleukin-1 gamma	11q23.1	11	NC_000011.10	112143260	112164094	minus	6	600953	
9606	Homo sapiens	836	0	live	CASP3	CPP32, CPP32B, SCA-1	caspase 3	caspase-3|CASP-3|CPP-32|PARP cleavage protease|SREBP cleavage activity 1|apopain|caspase 3, apoptosis-related cysteine peptidase|caspase 3, apoptosis-related cysteine protease|cysteine protease CPP32|procaspase3|protein Yama	4q35.1	4	NC_000004.12	184627696	184649447	minus	9	600636	
9606	Homo sapiens	56729	0	live	RETN	ADSF, FIZZ3, RENT1, RSTN, XCP1, RETN	resistin	resistin|C/EBP-epsilon regulated myeloid-specific secreted cysteine-rich protein precursor 1|adipose tissue-specific secretory factor|c/EBP-epsilon-regulated myeloid-specific secreted cysteine-rich protein|cysteine-rich secreted protein A12-alpha-like 2|cysteine-rich secreted protein FIZZ3|found in inflammatory zone 3|resistin delta2	19p13.2	19	NC_000019.10	7669049	7670455	plus	4	605565	
9606	Homo sapiens	959	0	live	CD40LG	CD154, CD40L, HIGM1, IGM, IMD3, T-BAM, TNFSF5, TRAP, gp39, hCD40L	CD40 ligand	CD40 ligand|CD40 antigen ligand|CD40-L|T-B cell-activating molecule|T-cell antigen Gp39|TNF-related activation protein|tumor necrosis factor (ligand) superfamily member 5	Xq26.3	X	NC_000023.11	136648158	136660390	plus	5	300386	
9606	Homo sapiens	4318	0	live	MMP9	CLG4B, GELB, MANDP2, MMP-9	matrix metallopeptidase 9	matrix metalloproteinase-9|macrophage gelatinase|matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|type V collagenase	20q13.12	20	NC_000020.11	46008908	46016561	plus	13	120361	
9606	Homo sapiens	4772	0	live	NFATC1	NF-ATC, NF-ATc1.2, NFAT2, NFATc	nuclear factor of activated T cells 1	nuclear factor of activated T-cells, cytoplasmic 1|NFAT transcription complex cytosolic component|nuclear factor of activated T-cells 'c'|nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	18q23	18	NC_000018.10	79395930	79529323	plus	11	600489	
9606	Homo sapiens	6283	0	live	S100A12	CAAF1, CAGC, CGRP, ENRAGE, MRP-6, MRP6, p6	S100 calcium binding protein A12	protein S100-A12|EN-RAGE|calcitermin|calcium-binding protein in amniotic fluid 1|calgranulin C|extracellular newly identified RAGE-binding protein|migration inhibitory factor-related protein 6|neutrophil S100 protein	1q21.3	1	NC_000001.11	153373711	153375621	minus	3	603112	
9606	Homo sapiens	3569	0	live	IL6	BSF-2, BSF2, CDF, HGF, HSF, IFN-beta-2, IFNB2, IL-6	interleukin 6	interleukin-6|B-cell differentiation factor|B-cell stimulatory factor 2|CTL differentiation factor|hybridoma growth factor|interferon beta-2|interleukin BSF-2	7p15.3	7	NC_000007.14	22727200	22731998	plus	5	147620	
9606	Homo sapiens	1636	0	live	ACE	ACE1, CD143, DCP, DCP1	angiotensin I converting enzyme	angiotensin-converting enzyme|CD143 antigen|angiotensin I converting enzyme (peptidyl-dipeptidase A) 1|carboxycathepsin|dipeptidyl carboxypeptidase 1|dipeptidyl carboxypeptidase I|kininase II|peptidase P	17q23.3	17	NC_000017.11	63477061	63498373	plus	26	106180	
10090	Mus musculus	21926	0	live	Tnf	DIF, TNF-a, TNF-alpha, TNFSF2, TNFalphaa, Tnfsf1a, Tnlg1f, Tnf	tumor necrosis factor	tumor necrosis factor|cachectin|tumor necrosis factor ligand 1f|tumor necrosis factor ligand superfamily member 2|tumor necrosis factor-alpha	17 18.59 cM	17	NC_000083.7	35418343	35420983	minus	4		
9606	Homo sapiens	50943	0	live	FOXP3	AIID, DIETER, IPEX, JM2, PIDX, XPID	forkhead box P3	forkhead box protein P3|FOXP3delta7|immune dysregulation, polyendocrinopathy, enteropathy, X-linked|immunodeficiency, polyendocrinopathy, enteropathy, X-linked	Xp11.23	X	NC_000023.11	49250438	49264710	minus	12	300292	
10090	Mus musculus	16176	0	live	Il1b	IL-1beta, Il-1b	interleukin 1 beta	interleukin-1 beta|IL-1 beta|interleukin 1b	2 62.97 cM	2	NC_000068.8	129206490	129213059	minus	7		
9606	Homo sapiens	3627	0	live	CXCL10	C7, IFI10, INP10, IP-10, SCYB10, crg-2, gIP-10, mob-1	C-X-C motif chemokine ligand 10	C-X-C motif chemokine 10|10 kDa interferon gamma-induced protein|gamma IP10|interferon-inducible cytokine IP-10|protein 10 from interferon (gamma)-induced cell line|small inducible cytokine subfamily B (Cys-X-Cys), member 10|small-inducible cytokine B10	4q21.1	4	NC_000004.12	76021118	76023497	minus	4	147310	
9606	Homo sapiens	7132	0	live	TNFRSF1A	CD120a, FPF, TBP1, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR55, TNFR60, p55, p55-R, p60	TNF receptor superfamily member 1A	tumor necrosis factor receptor superfamily member 1A|TNF-R1|TNF-RI|TNFR-I|tumor necrosis factor binding protein 1|tumor necrosis factor receptor type 1|tumor necrosis factor-alpha receptor	12p13.31	12	NC_000012.12	6328771	6342076	minus	11	191190	
9606	Homo sapiens	84876	0	live	ORAI1	CRACM1, IMD9, ORAT1, TAM2, TMEM142A	ORAI calcium release-activated calcium modulator 1	calcium release-activated calcium channel protein 1|calcium release-activated calcium modulator 1|protein orai-1|transmembrane protein 142A	12q24.31	12	NC_000012.12	121626530	121643109	plus	2	610277	
9606	Homo sapiens	6361	0	live	CCL17	A-152E5.3, ABCD-2, SCYA17, TARC	C-C motif chemokine ligand 17	C-C motif chemokine 17|CC chemokine TARC|T cell-directed CC chemokine|chemokine (C-C motif) ligand 17|small inducible cytokine subfamily A (Cys-Cys), member 17|small-inducible cytokine A17|thymus and activation-regulated chemokine	16q21	16	NC_000016.10	57396093	57416063	plus	6	601520	
9606	Homo sapiens	9370	0	live	ADIPOQ	ACDC, ACRP30, ADIPQTL1, ADPN, APM-1, APM1, GBP28	adiponectin, C1Q and collagen domain containing	adiponectin|30 kDa adipocyte complement-related protein|adipocyte complement-related 30 kDa protein|adipose most abundant gene transcript 1 protein|adipose specific collagen-like factor|gelatin-binding protein 28	3q27.3	3	NC_000003.12	186842710	186858463	plus	4	605441	
9606	Homo sapiens	3123	0	live	HLA-DRB1	DRB1, HLA-DR1B, HLA-DRB, SS1	major histocompatibility complex, class II, DR beta 1	major histocompatibility complex, class II, DR beta 1 precursor|HLA class II histocompatibility antigen, DR-1 beta chain|MHC class II HLA-DR beta 1 chain|human leucocyte antigen DRB1|lymphocyte antigen DRB1	6p21.32	6	NC_000006.12	32578775	32589848	minus	6	142857	
9606	Homo sapiens	7097	0	live	TLR2	CD282, TIL4	toll like receptor 2	toll-like receptor 2|toll/interleukin-1 receptor-like protein 4	4q31.3	4	NC_000004.12	153684280	153710637	plus	4	603028	
10090	Mus musculus	216799	0	live	Nlrp3	AGTAVPRL, AII/AVP, Cias1, FCAS, FCU, MWS, Mmig1, NALP3, Pypaf1	NLR family, pyrin domain containing 3	NACHT, LRR and PYD domains-containing protein 3|NACHT/LRR/pyrin domain-containing protein 3|PYRIN-containing APAF1-like protein 1|cold autoinflammatory syndrome 1 protein homolog|cryopyrin|mast cell maturation-associated-inducible protein 1	11 37.73 cM	11	NC_000077.7	59432395	59457781	plus	14		
9606	Homo sapiens	5970	0	live	RELA	AIF3BL3, CMCU, NFKB3, p65	RELA proto-oncogene, NF-kB subunit	transcription factor p65|NF-kappa-B p65delta3|NF-kappa-B transcription factor p65|nuclear factor NF-kappa-B p65 subunit|nuclear factor of kappa light polypeptide gene enhancer in B-cells 3|v-rel avian reticuloendotheliosis viral oncogene homolog A	11q13.1	11	NC_000011.10	65653601	65663857	minus	13	164014	
9606	Homo sapiens	3565	0	live	IL4	BCGF-1, BCGF1, BSF-1, BSF1, IL-4	interleukin 4	interleukin-4|B cell growth factor 1|B_cell stimulatory factor 1|binetrakin|lymphocyte stimulatory factor 1|pitrakinra	5q31.1	5	NC_000005.10	132673989	132682678	plus	5	147780	
9606	Homo sapiens	177	0	live	AGER	RAGE, SCARJ1, sRAGE	advanced glycosylation end-product specific receptor	advanced glycosylation end product-specific receptor|receptor for advanced glycation end-products	6p21.32	6	NC_000006.12	32180969	32184253	minus	10	600214	
9606	Homo sapiens	183	0	live	AGT	ANHU, SERPINA8, hFLT1	angiotensinogen	angiotensinogen|alpha-1 antiproteinase, antitrypsin|angiotensin I|angiotensin II|fetal-liver predominant transporter 1|pre-angiotensinogen|serine (or cysteine) proteinase inhibitor|serpin A8|serpin peptidase inhibitor, clade A, member 8	1q42.2	1	NC_000001.11	230702523	230745583	minus	6	106150	
9606	Homo sapiens	406938	0	live	MIR146A	MIRN146, MIRN146A, miR-146a, miRNA146A	microRNA 146a	hsa-mir-146|hsa-mir-146a	5q33.3	5	NC_000005.10	160485352	160485450	plus	1	610566	
9606	Homo sapiens	4153	0	live	MBL2	COLEC1, HSMBPC, MBLD, MBP, MBP-C, MBP1, MBPD, MBL2	mannose binding lectin 2	mannose-binding protein C|collectin-1|mannan-binding lectin|mannose-binding lectin (protein C) 2, soluble (opsonic defect)|mannose-binding lectin 2, soluble (opsonic defect)	10q21.1	10	NC_000010.11	52765380	52772784	minus	5	154545	
9606	Homo sapiens	4312	0	live	MMP1	CLG, CLGN	matrix metallopeptidase 1	interstitial collagenase|fibroblast collagenase|matrix metallopeptidase 1 (interstitial collagenase)|matrix metalloprotease 1	11q22.2	11	NC_000011.10	102789919	102798160	minus	10	120353	
9606	Homo sapiens	8074	0	live	FGF23	ADHR, FGFN, HFTC2, HPDR2, HYPF, PHPTC	fibroblast growth factor 23	fibroblast growth factor 23|phosphatonin|tumor-derived hypophosphatemia inducing factor	12p13.32	12	NC_000012.12	4368227	4379712	minus	3	605380	
9606	Homo sapiens	2321	0	live	FLT1	FLT, FLT-1, VEGFR-1, VEGFR1	fms related receptor tyrosine kinase 1	vascular endothelial growth factor receptor 1|fms related tyrosine kinase 1|fms-like tyrosine kinase 1|fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)|tyrosine-protein kinase FRT|tyrosine-protein kinase receptor FLT|vascular permeability factor receptor	13q12.3	13	NC_000013.11	28300346	28495128	minus	32	165070	
9606	Homo sapiens	7076	0	live	TIMP1	CLGI, EPA, EPO, HCI, TIMP, TIMP-1	TIMP metallopeptidase inhibitor 1	metalloproteinase inhibitor 1|collagenase inhibitor|epididymis secretory sperm binding protein|erythroid potentiating activity|fibroblast collagenase inhibitor|tissue inhibitor of metalloproteinases 1	Xp11.3	X	NC_000023.11	47582436	47586789	plus	6	305370	
9606	Homo sapiens	406937	0	live	MIR145	MIRN145, miR-145, miRNA145	microRNA 145	hsa-mir-145	5q32	5	NC_000005.10	149430646	149430733	plus	1	611795	
9606	Homo sapiens	1191	0	live	CLU	AAG4, APO-J, APOJ, CLI1, CLU2, KUB1, NA1/NA2, SGP-2, SGP2, SP-40, TRPM-2, TRPM2, CLU	clusterin	clusterin|aging-associated protein 4|apolipoprotein J|complement cytolysis inhibitor|complement lysis inhibitor|complement-associated protein SP-40,40|epididymis secretory sperm binding protein|ku70-binding protein 1|sulfated glycoprotein 2|testosterone-repressed prostate message 2	8p21.1	8	NC_000008.11	27596917	27614700	minus	11	185430	
9606	Homo sapiens	796	0	live	CALCA	CALC1, CGRP, CGRP-I, CGRP-alpha, CGRP1, CT, KC, PCT	calcitonin related polypeptide alpha	calcitonin|calcitonin gene-related peptide 1|alpha-type CGRP|calcitonin 1|calcitonin gene-related peptide I|calcitonin/calcitonin-related polypeptide, alpha|katacalcin	11p15.2	11	NC_000011.10	14966668	14972351	minus	7	114130	
9606	Homo sapiens	3559	0	live	IL2RA	CD25, IDDM10, IL2R, IMD41, TCGFR, p55	interleukin 2 receptor subunit alpha	interleukin-2 receptor subunit alpha|IL-2 receptor subunit alpha|IL-2R subunit alpha|TAC antigen|interleukin 2 receptor, alpha	10p15.1	10	NC_000010.11	6010689	6062367	minus	8	147730	
9606	Homo sapiens	7048	0	live	TGFBR2	AAT3, FAA3, LDS1B, LDS2, LDS2B, MFS2, RIIC, TAAD2, TBR-ii, TBRII, TGFR-2, TGFbeta-RII, tbetaR-II	transforming growth factor beta receptor 2	TGF-beta receptor type-2|TGF-beta receptor type IIB|TGF-beta type II receptor|transforming growth factor beta receptor II|transforming growth factor beta receptor type IIC|transforming growth factor, beta receptor II (70/80kDa)|transforming growth factor, beta receptor II alpha|transforming growth factor, beta receptor II beta|transforming growth factor, beta receptor II delta|transforming growth factor, beta receptor II epsilon|transforming growth factor, beta receptor II gamma	3p24.1	3	NC_000003.12	30606356	30694142	plus	14	190182	
9606	Homo sapiens	10631	0	live	POSTN	OSF-2, OSF2, PDLPOSTN, PN	periostin	periostin|osteoblast specific factor 2 (fasciclin I-like)|periodontal ligament-specific periostin|periostin, osteoblast specific factor	13q13.3	13	NC_000013.11	37562585	37598768	minus	23	608777	
9606	Homo sapiens	6382	0	live	SDC1	CD138, SDC, SYND1, syndecan	syndecan 1	syndecan-1|CD138 antigen|heparan sulfate proteoglycan fibroblast growth factor receptor|syndecan proteoglycan 1	2p24.1	2	NC_000002.12	20200797	20225475	minus	9	186355	
9606	Homo sapiens	59067	0	live	IL21	CVID11, IL-21, Za11	interleukin 21	interleukin-21	4q27	4	NC_000004.12	122610108	122621066	minus	5	605384	
9606	Homo sapiens	246778	0	live	IL27	IL-27, IL-27AA, IL27p28, IL30, p28, IL27	interleukin 27	interleukin-27 subunit alpha|IL-27 p28 subunit|IL-27 subunit alpha|IL-27-A|IL27-A|interleukin-30	16p12.1-p11.2	16	NC_000016.10	28499362	28506834	minus	5	608273	
9606	Homo sapiens	407008	0	live	MIR223	MIRN223, miRNA223, mir-223	microRNA 223	hsa-mir-223	Xq12	X	NC_000023.11	66018870	66018979	plus	1	300694	
9606	Homo sapiens	7056	0	live	THBD	AHUS6, BDCA-3, BDCA3, CD141, THPH12, THRM, TM	thrombomodulin	thrombomodulin|CD141 antigen|fetomodulin	20p11.21	20	NC_000020.11	23045633	23049672	minus	1	188040	
9606	Homo sapiens	3592	0	live	IL12A	CLMF, IL-12A, NFSK, NKSF1, P35	interleukin 12A	interleukin-12 subunit alpha|CLMF p35|IL-12, subunit p35|IL35 subunit|NF cell stimulatory factor chain 1|NK cell stimulatory factor chain 1|cytotoxic lymphocyte maturation factor 1, p35|cytotoxic lymphocyte maturation factor 35 kDa subunit|interleukin 12, p35|interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)|interleukin-12 alpha chain	3q25.33	3	NC_000003.12	159988835	159996019	plus	7	161560	
9606	Homo sapiens	6288	0	live	SAA1	PIG4, SAA, SAA2, TP53I4	serum amyloid A1	serum amyloid A-1 protein|serum amyloid A protein|tumor protein p53 inducible protein 4	11p15.1	11	NC_000011.10	18266264	18269967	plus	4	104750	
10090	Mus musculus	16175	0	live	Il1a	Il-1a	interleukin 1 alpha	interleukin-1 alpha|IL-1 alpha	2 62.9 cM	2	NC_000068.8	129141530	129151892	minus	7		
